job_title,company_name,city,salary_raw,salary_min,salary_max,salary_avg,post_date,job_url,skills,ai_level,product_type,tools,enhance_source
兼/职项目文员，160元/天日/接,合肥新空项目管理,合肥,3-4.5千,3.0,4.5,3.75,2026-03-22 04:05:46,https://jobs.51job.com/hefei/171121693.html?s=sou_sou_soulb&t=0_0&req=49369a213551b0cef0d0d9a925aa953d,,,,,not_sampled
AI产品经理(J10434),上海泓明供应链,上海·浦东新区,1.5-2.5万,15.0,25.0,20.0,2026-03-18 13:28:28,https://jobs.51job.com/shanghai-pdxq/171120227.html?s=sou_sou_soulb&t=0_0&req=49369a213551b0cef0d0d9a925aa953d,,,,,not_sampled
游戏产品策划,深圳市法本信息技术,深圳·南山区,8千-1万,8.0,10.0,9.0,2026-03-17 19:57:56,https://jobs.51job.com/shenzhen-nsq/171109217.html?s=sou_sou_soulb&t=0_0&req=49369a213551b0cef0d0d9a925aa953d,,,,,not_sampled
AI产品经理 18-30k  15薪,上海艾施派尔生物科技,上海·浦东新区,1.8-3万·15薪,18.0,30.0,24.0,2026-03-20 13:41:10,https://jobs.51job.com/shanghai-pdxq/171107656.html?s=sou_sou_soulb&t=0_0&req=49369a213551b0cef0d0d9a925aa953d,,,,,not_sampled
AI应用开发（双休）,西安融界电子科技,上海·浦东新区,8千-1.5万·13薪,8.0,15.0,11.5,2026-03-17 16:34:43,https://jobs.51job.com/shanghai-pdxq/171102473.html?s=sou_sou_soulb&t=0_0&req=49369a213551b0cef0d0d9a925aa953d,,,,,not_sampled
VR/AI产品渠道专员,上海市嘉定区总工会,上海,6千-1.2万,6.0,12.0,9.0,2026-03-17 17:22:00,https://jobs.51job.com/shanghai/171104564.html?s=sou_sou_soulb&t=0_0&req=49369a213551b0cef0d0d9a925aa953d,,,,,not_sampled
AI产品实习生-豆包爱学,字节跳动,北京,9千-1万,9.0,10.0,9.5,2026-03-22 02:07:11,https://jobs.51job.com/beijing/171105735.html?s=sou_sou_soulb&t=0_0&req=49369a213551b0cef0d0d9a925aa953d,,,,,not_sampled
剪辑实习生,上海帕鲁科技,上海,3.5-4.5千,3.5,4.5,4.0,2026-03-21 04:12:06,https://jobs.51job.com/shanghai/171105870.html?s=sou_sou_soulb&t=0_0&req=ac8b2784a5ac72c9b861273f5bf124a3,,,,,not_sampled
电子元器件销售工程师,深圳市长天元器件,广州·番禺区,1-1.5万,10.0,15.0,12.5,2026-03-11 16:48:33,https://jobs.51job.com/guangzhou-pyq/167264459.html?s=sou_sou_soulb&t=0_0&req=ac8b2784a5ac72c9b861273f5bf124a3,,,,,not_sampled
AI运营专员,上海市嘉定区总工会,上海,7-9千,7.0,9.0,8.0,2026-03-17 17:03:09,https://jobs.51job.com/shanghai/171104629.html?s=sou_sou_soulb&t=0_0&req=ac8b2784a5ac72c9b861273f5bf124a3,,,,,not_sampled
AI留学智能平台 - 产品经理,上海华宸鑫通教育科技,上海·虹口区,1.5-2万·13薪,15.0,20.0,17.5,2026-03-16 16:32:56,https://jobs.51job.com/shanghai-hkq/171075203.html?s=sou_sou_soulb&t=0_0&req=ac8b2784a5ac72c9b861273f5bf124a3,,,,,not_sampled
AI管理,上海哈塔柴油机,上海·松江区,8千-1.2万,8.0,12.0,10.0,2026-03-17 08:55:57,https://jobs.51job.com/shanghai-sjq/171077394.html?s=sou_sou_soulb&t=0_0&req=ac8b2784a5ac72c9b861273f5bf124a3,,,,,not_sampled
ai工程师,广州杜若方洲电子商务,广州·白云区,8千-1.2万·13薪,8.0,12.0,10.0,2026-03-16 16:56:19,https://jobs.51job.com/guangzhou-byq/167310049.html?s=sou_sou_soulb&t=0_0&req=ac8b2784a5ac72c9b861273f5bf124a3,,,,,not_sampled
AI项目经理,厦门好给力网络,厦门·同安区,5千-1万,5.0,10.0,7.5,2026-03-17 14:09:15,https://jobs.51job.com/xiamen-taq/169753750.html?s=sou_sou_soulb&t=0_0&req=ac8b2784a5ac72c9b861273f5bf124a3,,,,,not_sampled
AI 应届生(A246159),丽珠医药集团,深圳·南山区,1-1.6万,10.0,16.0,13.0,2026-03-17 15:03:15,https://jobs.51job.com/shenzhen-nsq/171095309.html?s=sou_sou_soulb&t=0_0&req=ac8b2784a5ac72c9b861273f5bf124a3,,,,,not_sampled
AI产品销售,湖北万江环保集团,武汉·武昌区,7千-1.4万·13薪,7.0,14.0,10.5,2026-03-16 17:40:07,https://jobs.51job.com/wuhan-wcq/171077973.html?s=sou_sou_soulb&t=0_0&req=ac8b2784a5ac72c9b861273f5bf124a3,,,,,not_sampled
ai大模型数据标注项目助理,武汉热热数据科技,武汉·东湖新技术产业开发区,3.5-7千,3.5,7.0,5.25,2026-03-17 11:18:31,https://jobs.51job.com/wuhan-dhxjs/171089444.html?s=sou_sou_soulb&t=0_0&req=ac8b2784a5ac72c9b861273f5bf124a3,,,,,not_sampled
AI美术兼职,上海泽尚网络科技,上海·静安区,2-3.5千,2.0,3.5,2.75,2026-03-16 16:16:20,https://jobs.51job.com/shanghai-jaq/171071551.html?s=sou_sou_soulb&t=0_0&req=ac8b2784a5ac72c9b861273f5bf124a3,,,,,not_sampled
游戏美术3D实训生,上海乐奇果堂网络科技,上海·青浦区,3-4千,3.0,4.0,3.5,2026-03-17 11:59:10,https://jobs.51job.com/shanghai-qpq/166996746.html?s=sou_sou_soulb&t=0_0&req=ac8b2784a5ac72c9b861273f5bf124a3,,,,,not_sampled
日结/文员/学习及整理资料,安徽新空商务集团,合肥·蜀山区,3-4千,3.0,4.0,3.5,2026-03-16 20:36:01,https://jobs.51job.com/hefei-ssq/171080947.html?s=sou_sou_soulb&t=0_0&req=ac8b2784a5ac72c9b861273f5bf124a3,,,,,not_sampled
AI 赋能经理,上海净安化工科技,上海·徐汇区,1.2-1.8万,12.0,18.0,15.0,2026-03-16 16:16:42,https://jobs.51job.com/shanghai-xhq/171074489.html?s=sou_sou_soulb&t=0_0&req=ac8b2784a5ac72c9b861273f5bf124a3,,,,,not_sampled
AI研发与运营工程师,上海瑞马文化传播,上海·静安区,8千-1.5万,8.0,15.0,11.5,2026-03-16 12:00:44,https://jobs.51job.com/shanghai-jaq/171066063.html?s=sou_sou_soulb&t=0_0&req=ac8b2784a5ac72c9b861273f5bf124a3,,,,,not_sampled
人工智能工程师（985院校）,立信染整机械（广东）,中山,1.3-2.5万,13.0,25.0,19.0,2026-03-16 07:49:39,https://jobs.51job.com/zhongshan/169152779.html?s=sou_sou_soulb&t=0_0&req=ac8b2784a5ac72c9b861273f5bf124a3,,,,,not_sampled
AI工程师,苏州驰星教育科技,苏州·虎丘区,6-8千,6.0,8.0,7.0,2026-03-16 11:09:33,https://jobs.51job.com/suzhou-hq/170341281.html?s=sou_sou_soulb&t=0_0&req=ac8b2784a5ac72c9b861273f5bf124a3,,,,,not_sampled
人工智能岗,爱建证券,上海·浦东新区,1.5-3万,15.0,30.0,22.5,2026-03-17 10:29:21,https://jobs.51job.com/shanghai-pdxq/171086932.html?s=sou_sou_soulb&t=0_0&req=ac8b2784a5ac72c9b861273f5bf124a3,,,,,not_sampled
项目助理（深圳）(009834),广州南天电脑系统,深圳·龙岗区,8千-1.2万,8.0,12.0,10.0,2026-03-19 15:36:44,https://jobs.51job.com/shenzhen-lgq/171091969.html?s=sou_sou_soulb&t=0_0&req=ac8b2784a5ac72c9b861273f5bf124a3,,,,,not_sampled
AI智能体项目落地专员,上海菱感企业发展（集团）,上海·长宁区,1-1.5万,10.0,15.0,12.5,2026-03-19 09:38:58,https://jobs.51job.com/shanghai-cnq/171066748.html?s=sou_sou_soulb&t=0_0&req=ac8b2784a5ac72c9b861273f5bf124a3,,,,,not_sampled
人工智能测试工程师,西安云水时代信息科技,西安,9千-1.2万·13薪,9.0,12.0,10.5,2026-03-18 04:03:45,https://jobs.51job.com/xian/171098281.html?s=sou_sou_soulb&t=0_0&req=ac8b2784a5ac72c9b861273f5bf124a3,,,,,not_sampled
AI自动化+市场营销专员,深圳市达沃电子,深圳·宝安区,1.3-1.8万,13.0,18.0,15.5,2026-03-16 14:43:56,https://jobs.51job.com/shenzhen-baq/171070177.html?s=sou_sou_soulb&t=0_0&req=ac8b2784a5ac72c9b861273f5bf124a3,,,,,not_sampled
AI训练师,东莞市榴芒一刻食品,东莞·寮步镇,8千-1.2万,8.0,12.0,10.0,2026-03-16 15:30:32,https://jobs.51job.com/dongguan-lbz/171072197.html?s=sou_sou_soulb&t=0_0&req=ac8b2784a5ac72c9b861273f5bf124a3,,,,,not_sampled
副总经理,广东玖瑞电子材料制造,东莞·洪梅镇,2.5-3.5万,25.0,35.0,30.0,2026-03-21 11:55:07,https://jobs.51job.com/dongguan-hmz/171058885.html?s=sou_sou_soulb&t=0_0&req=ac8b2784a5ac72c9b861273f5bf124a3,,,,,not_sampled
运营实习生（包住）,南京市锐得信息技术,南京·江宁区,6-8千,6.0,8.0,7.0,2026-03-16 14:40:08,https://jobs.51job.com/nanjing-jnq/171068917.html?s=sou_sou_soulb&t=0_0&req=ac8b2784a5ac72c9b861273f5bf124a3,,,,,not_sampled
AI应用赋能官,常熟烁范智能装备制造,常熟,7千-1.2万,7.0,12.0,9.5,2026-03-16 14:19:08,https://jobs.51job.com/changshu/171069109.html?s=sou_sou_soulb&t=0_0&req=ac8b2784a5ac72c9b861273f5bf124a3,,,,,not_sampled
IP授权商务经理（机器人产品线）,深圳市天博智科技,深圳·南山区,1.5-3万·15薪,15.0,30.0,22.5,2026-03-21 12:49:33,https://jobs.51job.com/shenzhen-nsq/171068721.html?s=sou_sou_soulb&t=0_0&req=ac8b2784a5ac72c9b861273f5bf124a3,,,,,not_sampled
AI数据分析,上海晟科信科技,武汉,8千-1.3万,8.0,13.0,10.5,2026-03-16 09:24:37,https://jobs.51job.com/wuhan/170901845.html?s=sou_sou_soulb&t=0_0&req=ac8b2784a5ac72c9b861273f5bf124a3,,,,,not_sampled
AI算力项目经理,上海万腾鼎信信息科技咨询,上海,1.5-3万,15.0,30.0,22.5,2026-03-15 13:22:38,https://jobs.51job.com/shanghai/167485746.html?s=sou_sou_soulb&t=0_0&req=ac8b2784a5ac72c9b861273f5bf124a3,,,,,not_sampled
AI项目经理,湖北中软智能科技集团,汉中·汉台区,5-6千,5.0,6.0,5.5,2026-03-14 15:54:38,https://jobs.51job.com/hanzhong-htq/171054349.html?s=sou_sou_soulb&t=0_0&req=ac8b2784a5ac72c9b861273f5bf124a3,,,,,not_sampled
AIGC,上海慧康信息技术,上海·徐汇区,1-2万,10.0,20.0,15.0,2026-03-13 16:40:51,https://jobs.51job.com/shanghai-xhq/171040004.html?s=sou_sou_soulb&t=0_0&req=ac8b2784a5ac72c9b861273f5bf124a3,,,,,not_sampled
AI导师,东莞市瑞勤电子,东莞·寮步镇,2-4万,20.0,40.0,30.0,2026-03-13 17:30:01,https://jobs.51job.com/dongguan-lbz/171047130.html?s=sou_sou_soulb&t=0_0&req=ac8b2784a5ac72c9b861273f5bf124a3,,,,,not_sampled
AI产品经理(J10044),东莞立讯技术,东莞·清溪镇,1.4-2.2万,14.0,22.0,18.0,2026-03-14 10:51:56,https://jobs.51job.com/dongguan-qxz/171051855.html?s=sou_sou_soulb&t=0_0&req=ac8b2784a5ac72c9b861273f5bf124a3,,,,,not_sampled
计算机科学与技术编辑,广州新启点智慧科技,广州·番禺区,150元/天,,,,2026-03-14 09:53:27,https://jobs.51job.com/guangzhou-pyq/171049654.html?s=sou_sou_soulb&t=0_0&req=ac8b2784a5ac72c9b861273f5bf124a3,,,,,not_sampled
AI训练师（跨境电商）,汕头市迪华贸易,深圳·龙华区,1-1.5万·13薪,10.0,15.0,12.5,2026-03-13 17:47:43,https://jobs.51job.com/shenzhen-lhq/171047596.html?s=sou_sou_soulb&t=0_0&req=ac8b2784a5ac72c9b861273f5bf124a3,,,,,not_sampled
AI学习规划师,上海近屿智能科技,上海·徐汇区,1-1.5万,10.0,15.0,12.5,2026-03-13 17:21:49,https://jobs.51job.com/shanghai-xhq/168026118.html?s=sou_sou_soulb&t=0_0&req=ac8b2784a5ac72c9b861273f5bf124a3,,,,,not_sampled
AI产品销售经理,深圳市鸿普森科技,深圳·龙华区,1-1.5万,10.0,15.0,12.5,2026-03-13 16:53:38,https://jobs.51job.com/shenzhen-lhq/171045601.html?s=sou_sou_soulb&t=0_0&req=ac8b2784a5ac72c9b861273f5bf124a3,,,,,not_sampled
课件视频剪辑,广州新启点智慧科技,广州·番禺区,150元/天,,,,2026-03-13 21:27:32,https://jobs.51job.com/guangzhou-pyq/171049641.html?s=sou_sou_soulb&t=0_0&req=ac8b2784a5ac72c9b861273f5bf124a3,,,,,not_sampled
技术管培生（可实习）,捷讯航科技（吉林）,长春·南关区,4-7千,4.0,7.0,5.5,2026-03-14 13:06:46,https://jobs.51job.com/changchun-ngq/171052956.html?s=sou_sou_soulb&t=0_0&req=ac8b2784a5ac72c9b861273f5bf124a3,,,,,not_sampled
互联网产品经理（校招）,杭州魔角兽科技,杭州,1.4-1.8万·14薪,14.0,18.0,16.0,2026-03-21 04:06:25,https://jobs.51job.com/hangzhou/171047518.html?s=sou_sou_soulb&t=0_0&req=ac8b2784a5ac72c9b861273f5bf124a3,,,,,not_sampled
ai产品经理,爱安特（常州）精密机械,常州·武进区,1-2万,10.0,20.0,15.0,2026-03-13 18:59:23,https://jobs.51job.com/changzhou-wjq/169548634.html?s=sou_sou_soulb&t=0_0&req=ac8b2784a5ac72c9b861273f5bf124a3,,,,,not_sampled
AI训练师/AI项目经理（双休）,武汉福游网络科技,武汉·东湖新技术产业开发区,1.5-3万·13薪,15.0,30.0,22.5,2026-03-12 17:41:19,https://jobs.51job.com/wuhan-dhxjs/171023836.html?s=sou_sou_soulb&t=0_0&req=ac8b2784a5ac72c9b861273f5bf124a3,,,,,not_sampled
AI 智能体运营专员,保通港隽富经纪（深圳）,深圳,8千-1.6万·13薪,8.0,16.0,12.0,2026-03-16 04:08:24,https://jobs.51job.com/shenzhen/171048873.html?s=sou_sou_soulb&t=0_0&req=ac8b2784a5ac72c9b861273f5bf124a3,,,,,not_sampled
车载人工智能,上海精岳铉电子科技,上海,1.4-2万,14.0,20.0,17.0,2026-03-13 17:44:47,https://jobs.51job.com/shanghai/171047532.html?s=sou_sou_soulb&t=0_0&req=ac8b2784a5ac72c9b861273f5bf124a3,,,,,not_sampled
IT项目助理工程师,东莞高伟光学电子,东莞,6千-1.2万,6.0,12.0,9.0,2026-03-13 14:18:42,https://jobs.51job.com/dongguan/171038599.html?s=sou_sou_soulb&t=0_0&req=ac8b2784a5ac72c9b861273f5bf124a3,,,,,not_sampled
AI产品经理,深圳天珑无线科技,南京·雨花台区,1.2-2万·14薪,12.0,20.0,16.0,2026-03-12 16:31:21,https://jobs.51job.com/nanjing-yhtq/171020600.html?s=sou_sou_soulb&t=0_0&req=ac8b2784a5ac72c9b861273f5bf124a3,,,,,not_sampled
初级产品经理-AI 教育工具,上海六坊信息科技,上海·徐汇区,1-1.5万,10.0,15.0,12.5,2026-03-13 15:50:15,https://jobs.51job.com/shanghai-xhq/171042687.html?s=sou_sou_soulb&t=0_0&req=ac8b2784a5ac72c9b861273f5bf124a3,,,,,not_sampled
ai助理工程师（接受25/26届）,广州优卡普科技,广州·海珠区,5-6千,5.0,6.0,5.5,2026-03-13 09:56:39,https://jobs.51job.com/guangzhou-hzq/171029659.html?s=sou_sou_soulb&t=0_0&req=ac8b2784a5ac72c9b861273f5bf124a3,,,,,not_sampled
RPA和AI智能体应用工程师,广州温雅日用化妆品,广州·黄埔区,7千-1.2万,7.0,12.0,9.5,2026-03-12 16:07:09,https://jobs.51job.com/guangzhou-hpq/171010471.html?s=sou_sou_soulb&t=0_0&req=ac8b2784a5ac72c9b861273f5bf124a3,,,,,not_sampled
AI大模型开发,四川饿破商贸,成都,7千-1.3万·13薪,7.0,13.0,10.0,2026-03-12 16:17:32,https://jobs.51job.com/chengdu/171019977.html?s=sou_sou_soulb&t=0_0&req=ac8b2784a5ac72c9b861273f5bf124a3,,,,,not_sampled
AI运营经理,郑州巨鲨网络科技,上海·浦东新区,2-3万,20.0,30.0,25.0,2026-03-13 10:26:34,https://jobs.51job.com/shanghai-pdxq/171030405.html?s=sou_sou_soulb&t=0_0&req=683bf101d950fe0865a8d7e016073d70,,,,,not_sampled
ai编程,上海休元电力设备安装,上海·松江区,200元/天,,,,2026-03-13 08:49:39,https://jobs.51job.com/shanghai-sjq/171027471.html?s=sou_sou_soulb&t=0_0&req=683bf101d950fe0865a8d7e016073d70,,,,,not_sampled
AI导师,东莞市瑞勤电子,东莞·寮步镇,2-4万,20.0,40.0,30.0,2026-03-13 14:06:05,https://jobs.51job.com/dongguan-lbz/171024921.html?s=sou_sou_soulb&t=0_0&req=683bf101d950fe0865a8d7e016073d70,,,,,not_sampled
实习生,世纪恒通科技,贵阳,3.5-7千,3.5,7.0,5.25,2026-03-12 16:54:05,https://jobs.51job.com/guiyang/162154261.html?s=sou_sou_soulb&t=0_0&req=683bf101d950fe0865a8d7e016073d70,,,,,not_sampled
AI人工智能训练师（数据标注员）,淮南市智信达科技,,200元/天,,,,2026-03-18 14:19:24,https://jobs.51job.com/all/171026314.html?s=sou_sou_soulb&t=0_0&req=683bf101d950fe0865a8d7e016073d70,,,,,not_sampled
高级实施顾问（工业AI方向）,艾普工华科技（武汉）,武汉,1-2万,10.0,20.0,15.0,2026-03-13 15:29:14,https://jobs.51job.com/wuhan/171041692.html?s=sou_sou_soulb&t=0_0&req=683bf101d950fe0865a8d7e016073d70,,,,,not_sampled
遥感项目助理（遥感影像解译）,浙江时空智子大数据,南宁,3.5-7千,3.5,7.0,5.25,2026-03-13 15:00:44,https://jobs.51job.com/nanning/171040696.html?s=sou_sou_soulb&t=0_0&req=683bf101d950fe0865a8d7e016073d70,,,,,not_sampled
AI产品销售顾问,深圳企域数字科技,郑州,8千-1.5万,8.0,15.0,11.5,2026-03-12 16:57:17,https://jobs.51job.com/zhengzhou/171021953.html?s=sou_sou_soulb&t=0_0&req=683bf101d950fe0865a8d7e016073d70,,,,,not_sampled
AI大模型助理,上海慧铂信息技术,上海·宝山区,8千-1万,8.0,10.0,9.0,2026-03-13 12:35:07,https://jobs.51job.com/shanghai-bsq/156929376.html?s=sou_sou_soulb&t=0_0&req=683bf101d950fe0865a8d7e016073d70,,,,,not_sampled
飞书AI产品经理,东风汽车集团,武汉·武汉经济开发区,1.5-2.5万,15.0,25.0,20.0,2026-03-12 17:17:21,https://jobs.51job.com/wuhan-whjj/171023087.html?s=sou_sou_soulb&t=0_0&req=683bf101d950fe0865a8d7e016073d70,,,,,not_sampled
AI技术员,广东科士达工业科技,惠州,8-9千,8.0,9.0,8.5,2026-03-18 08:14:19,https://jobs.51job.com/huizhou/127201461.html?s=sou_sou_soulb&t=0_0&req=683bf101d950fe0865a8d7e016073d70,,,,,not_sampled
矿山智能AI机器人钻机学徒,江门市阳泰环境工程,江门,4.5-6.8千,4.5,6.8,5.65,2026-03-16 04:11:23,https://jobs.51job.com/jiangmen/171037471.html?s=sou_sou_soulb&t=0_0&req=683bf101d950fe0865a8d7e016073d70,,,,,not_sampled
AI项目经理,苏州彤帆智能科技,苏州·吴江区,1-1.5万·13薪,10.0,15.0,12.5,2026-03-17 08:31:56,https://jobs.51job.com/suzhou-wjq/170996942.html?s=sou_sou_soulb&t=0_0&req=683bf101d950fe0865a8d7e016073d70,,,,,not_sampled
产品策划(AI方向),小刀新能源科技,上海,2-2.5万,20.0,25.0,22.5,2026-03-11 16:50:53,https://jobs.51job.com/shanghai/170995868.html?s=sou_sou_soulb&t=0_0&req=683bf101d950fe0865a8d7e016073d70,,,,,not_sampled
AI机器人运营主管,江苏鱼跃医疗设备,南京·玄武区,9千-1.3万·14薪,9.0,13.0,11.0,2026-03-11 17:25:58,https://jobs.51job.com/nanjing-xwq/170997665.html?s=sou_sou_soulb&t=0_0&req=683bf101d950fe0865a8d7e016073d70,,,,,not_sampled
AI智能体应用专员,上海中易心理与感知科学研究院,上海·杨浦区,8千-1万,8.0,10.0,9.0,2026-03-12 11:19:24,https://jobs.51job.com/shanghai-ypq/171009257.html?s=sou_sou_soulb&t=0_0&req=683bf101d950fe0865a8d7e016073d70,,,,,not_sampled
IT实习生,阿科玛（中国）投资有限公司常熟,常熟,3.5-4千,3.5,4.0,3.75,2026-03-12 14:26:14,https://jobs.51job.com/changshu/150078978.html?s=sou_sou_soulb&t=0_0&req=683bf101d950fe0865a8d7e016073d70,,,,,not_sampled
AI视频制作,武汉虎山行传媒科技,上海·静安区,5千-1万,5.0,10.0,7.5,2026-03-11 20:16:51,https://jobs.51job.com/shanghai-jaq/171001012.html?s=sou_sou_soulb&t=0_0&req=683bf101d950fe0865a8d7e016073d70,,,,,not_sampled
AI工程师,安徽省人力资源,合肥·蜀山区,,,,,2026-03-12 13:30:24,https://jobs.51job.com/hefei-ssq/171012259.html?s=sou_sou_soulb&t=0_0&req=683bf101d950fe0865a8d7e016073d70,,,,,not_sampled
AI渠道优化运营岗(J10745),植恩生物技术,重庆·九龙坡区,1-2万,10.0,20.0,15.0,2026-03-12 13:46:08,https://jobs.51job.com/chongqing-jlpq/171005129.html?s=sou_sou_soulb&t=0_0&req=683bf101d950fe0865a8d7e016073d70,,,,,not_sampled
数据采集,贵州壹集科技,贵阳,3-4千,3.0,4.0,3.5,2026-03-22 04:08:14,https://jobs.51job.com/guiyang/170995555.html?s=sou_sou_soulb&t=0_0&req=683bf101d950fe0865a8d7e016073d70,,Low,Platform,,http_stub
AI专员,上海安宸信息科技,上海·金山区,6千-1万,6.0,10.0,8.0,2026-03-12 10:42:08,https://jobs.51job.com/shanghai-jsq/162475407.html?s=sou_sou_soulb&t=0_0&req=683bf101d950fe0865a8d7e016073d70,,,,,not_sampled
AI产品认证工程师,浙江天祥质量技术服务有限公司杭州,杭州·钱塘区,1-1.5万·14薪,10.0,15.0,12.5,2026-03-12 14:49:39,https://jobs.51job.com/hangzhou-qtq/171015482.html?s=sou_sou_soulb&t=0_0&req=683bf101d950fe0865a8d7e016073d70,,,,,not_sampled
AI大模型产品经理,上海新炬网络信息技术,上海·浦东新区,1.4-1.8万,14.0,18.0,16.0,2026-03-20 11:36:17,https://jobs.51job.com/shanghai-pdxq/171012973.html?s=sou_sou_soulb&t=0_0&req=683bf101d950fe0865a8d7e016073d70,,,,,not_sampled
AI数据产品经理,美团,北京,3-4万,30.0,40.0,35.0,2026-03-12 09:22:43,https://jobs.51job.com/beijing/170710513.html?s=sou_sou_soulb&t=0_0&req=683bf101d950fe0865a8d7e016073d70,,,,,not_sampled
技术产品实习生（算法协作方向）-中国交易与广告,字节跳动,上海,6千-1万,6.0,10.0,8.0,2026-03-22 02:06:52,https://jobs.51job.com/shanghai/171014696.html?s=sou_sou_soulb&t=0_0&req=683bf101d950fe0865a8d7e016073d70,,,,,not_sampled
AI项目经理,中财招商投资集团,杭州·钱塘区,1.8-2.5万,18.0,25.0,21.5,2026-03-11 08:37:09,https://jobs.51job.com/hangzhou-qtq/170975118.html?s=sou_sou_soulb&t=0_0&req=683bf101d950fe0865a8d7e016073d70,,,,,not_sampled
高级AI工程师 双休,武汉自然萃食品科技,武汉·武昌区,1.5-2.5万,15.0,25.0,20.0,2026-03-11 11:08:39,https://jobs.51job.com/wuhan-wcq/170981918.html?s=sou_sou_soulb&t=0_0&req=683bf101d950fe0865a8d7e016073d70,,,,,not_sampled
ai产品经理,云舟智维（武汉）科技,武汉·东湖新技术产业开发区,1.2-1.8万,12.0,18.0,15.0,2026-03-11 11:38:51,https://jobs.51job.com/wuhan-dhxjs/170983414.html?s=sou_sou_soulb&t=0_0&req=683bf101d950fe0865a8d7e016073d70,,,,,not_sampled
AI产品经理,广东通宇通讯,中山·火炬开发区,3-3.5万·13薪,30.0,35.0,32.5,2026-03-10 17:21:42,https://jobs.51job.com/zhongshan-hj/170970220.html?s=sou_sou_soulb&t=0_0&req=683bf101d950fe0865a8d7e016073d70,,,,,not_sampled
ai产品经理,深圳市紫川软件,深圳·福田区,1.4-1.8万,14.0,18.0,16.0,2026-03-10 16:24:09,https://jobs.51job.com/shenzhen-ftq/170967123.html?s=sou_sou_soulb&t=0_0&req=683bf101d950fe0865a8d7e016073d70,,,,,not_sampled
RPA和AI智能体应用工程师,广州温雅日用化妆品,广州·黄埔区,7千-1.2万,7.0,12.0,9.5,2026-03-11 15:32:04,https://jobs.51job.com/guangzhou-hpq/170986293.html?s=sou_sou_soulb&t=0_0&req=683bf101d950fe0865a8d7e016073d70,,,,,not_sampled
AI数据标注工程师（S）,武汉中元华电科技,武汉,8千-1.2万,8.0,12.0,10.0,2026-03-11 08:38:41,https://jobs.51job.com/wuhan/170975138.html?s=sou_sou_soulb&t=0_0&req=683bf101d950fe0865a8d7e016073d70,,,,,not_sampled
提示词工程师,广东超腾信息科技,广州·天河区,7千-1.3万,7.0,13.0,10.0,2026-03-10 18:07:21,https://jobs.51job.com/guangzhou-thq/170972107.html?s=sou_sou_soulb&t=0_0&req=683bf101d950fe0865a8d7e016073d70,,,,,not_sampled
ai数据标注,焱阳新能源（苏州）,苏州·相城区,4-6千,4.0,6.0,5.0,2026-03-11 08:49:22,https://jobs.51job.com/suzhou-xcq/170975333.html?s=sou_sou_soulb&t=0_0&req=683bf101d950fe0865a8d7e016073d70,,,,,not_sampled
AI动态漫助理,长沙诺君科技,长沙·芙蓉区,6-8千,6.0,8.0,7.0,2026-03-22 00:38:17,https://jobs.51job.com/changsha-frq/170969822.html?s=sou_sou_soulb&t=0_0&req=683bf101d950fe0865a8d7e016073d70,,,,,not_sampled
运营专员（AI研究方向）,恒德能源集团,成都·成华区,6千-1万,6.0,10.0,8.0,2026-03-10 17:09:18,https://jobs.51job.com/chengdu-chq/170969672.html?s=sou_sou_soulb&t=0_0&req=683bf101d950fe0865a8d7e016073d70,,,,,not_sampled
视觉标图（实习生）,上海欧普泰科技创业,常熟,3-4千,3.0,4.0,3.5,2026-03-11 15:39:45,https://jobs.51job.com/changshu/169675235.html?s=sou_sou_soulb&t=0_0&req=683bf101d950fe0865a8d7e016073d70,,,,,not_sampled
AI产品经理,京北方信息技术,北京·海淀区,2-3.5万,20.0,35.0,27.5,2026-03-10 16:38:22,https://jobs.51job.com/beijing-hdq/170967712.html?s=sou_sou_soulb&t=0_0&req=683bf101d950fe0865a8d7e016073d70,,,,,not_sampled
AI工程师（接受应届生）,昆山西交创新中心管理,昆山,6-8千,6.0,8.0,7.0,2026-03-20 09:24:28,https://jobs.51job.com/kunshan/170977981.html?s=sou_sou_soulb&t=0_0&req=683bf101d950fe0865a8d7e016073d70,,,,,not_sampled
视屏剪辑,云南启势健康科技发展,昆明·盘龙区,2.5-5千,2.5,5.0,3.75,2026-03-11 09:33:42,https://jobs.51job.com/kunming-plq/170594685.html?s=sou_sou_soulb&t=0_0&req=683bf101d950fe0865a8d7e016073d70,,,,,not_sampled
智能体开发工程师/AI工程师,双环传动（嘉兴）精密制造,嘉兴·桐乡市,1.5-2.5万·13薪,15.0,25.0,20.0,2026-03-09 16:12:25,https://jobs.51job.com/jiaxing-txs/170938641.html?s=sou_sou_soulb&t=0_0&req=683bf101d950fe0865a8d7e016073d70,,,,,not_sampled
AI应用负责人,东莞市启泰智能科技,东莞·横沥镇,2.5-3.5万,25.0,35.0,30.0,2026-03-09 16:27:13,https://jobs.51job.com/dongguan-hlz/170939319.html?s=sou_sou_soulb&t=0_0&req=683bf101d950fe0865a8d7e016073d70,,,,,not_sampled
AI产品经理,瑞声声学科技（深圳）,常州·武进区,1.5-3万,15.0,30.0,22.5,2026-03-11 10:21:46,https://jobs.51job.com/changzhou-wjq/170979293.html?s=sou_sou_soulb&t=0_0&req=683bf101d950fe0865a8d7e016073d70,,,,,not_sampled
